season,team,team_abbr,player,salary,team_raw,player_raw,salary_raw
1986,atlanta hawks,ATL,tree rollins,743000,"Atlanta Hawks            Total: $3,671,250",Tree Rollins,"743,000"
1986,atlanta hawks,ATL,dominique wilkins,585000,"Atlanta Hawks            Total: $3,671,250",Dominique Wilkins,"585,000"
1986,atlanta hawks,ATL,jon koncak,475250,"Atlanta Hawks            Total: $3,671,250",Jon Koncak,"475,250"
1986,atlanta hawks,ATL,antoine carr,335000,"Atlanta Hawks            Total: $3,671,250",Antoine Carr,"335,000"
1986,atlanta hawks,ATL,kevin willis,298000,"Atlanta Hawks            Total: $3,671,250",Kevin Willis,"298,000"
1986,atlanta hawks,ATL,eddie johnson,275000,"Atlanta Hawks            Total: $3,671,250",Eddie Johnson,"275,000"
1986,atlanta hawks,ATL,randy wittman,200000,"Atlanta Hawks            Total: $3,671,250",Randy Wittman,"200,000"
1986,atlanta hawks,ATL,cliff levingston,200000,"Atlanta Hawks            Total: $3,671,250",Cliff Levingston,"200,000"
1986,atlanta hawks,ATL,scott hastings,180000,"Atlanta Hawks            Total: $3,671,250",Scott Hastings,"180,000"
1986,atlanta hawks,ATL,doc rivers,170000,"Atlanta Hawks            Total: $3,671,250",Doc Rivers,"170,000"
1986,atlanta hawks,ATL,spud webb,70000,"Atlanta Hawks            Total: $3,671,250",Spud Webb,"70,000"
1986,atlanta hawks,ATL,lorenzo charles,70000,"Atlanta Hawks            Total: $3,671,250",Lorenzo Charles,"70,000"
1986,atlanta hawks,ATL,john battle,70000,"Atlanta Hawks            Total: $3,671,250",John Battle,"70,000"
1988,atlanta hawks,ATL,dominique wilkins,1460000,"Atlanta Hawks            Total: $6,584,200",Dominique Wilkins,"1,460,000"
1988,atlanta hawks,ATL,tree rollins,1117000,"Atlanta Hawks            Total: $6,584,200",Tree Rollins,"1,117,000"
1988,atlanta hawks,ATL,chris washburn,777200,"Atlanta Hawks            Total: $6,584,200",Chris Washburn,"777,200"
1988,atlanta hawks,ATL,jon koncak,675000,"Atlanta Hawks            Total: $6,584,200",Jon Koncak,"675,000"
1988,atlanta hawks,ATL,doc rivers,450000,"Atlanta Hawks            Total: $6,584,200",Doc Rivers,"450,000"
1988,atlanta hawks,ATL,antoine carr,400000,"Atlanta Hawks            Total: $6,584,200",Antoine Carr,"400,000"
1988,atlanta hawks,ATL,kevin willis,395000,"Atlanta Hawks            Total: $6,584,200",Kevin Willis,"395,000"
1988,atlanta hawks,ATL,cliff levingston,350000,"Atlanta Hawks            Total: $6,584,200",Cliff Levingston,"350,000"
1988,atlanta hawks,ATL,randy wittman,350000,"Atlanta Hawks            Total: $6,584,200",Randy Wittman,"350,000"
1988,atlanta hawks,ATL,spud webb,225000,"Atlanta Hawks            Total: $6,584,200",Spud Webb,"225,000"
1988,atlanta hawks,ATL,scott hastings,210000,"Atlanta Hawks            Total: $6,584,200",Scott Hastings,"210,000"
1988,atlanta hawks,ATL,john battle,100000,"Atlanta Hawks            Total: $6,584,200",John Battie,"100,000"
1988,atlanta hawks,ATL,leon wood,75000,"Atlanta Hawks            Total: $6,584,200",Leon Wood,"75,000"
1989,atlanta hawks,ATL,moses malone,1500000,"Atlanta Hawks            Total: $7,382,500",Moses Malone,"1,500,000"
1989,atlanta hawks,ATL,dominique wilkins,1500000,"Atlanta Hawks            Total: $7,382,500",Dominique Wilkins,"1,500,000"
1989,atlanta hawks,ATL,jon koncak,675000,"Atlanta Hawks            Total: $7,382,500",Jon Koncak,"675,000"
1989,atlanta hawks,ATL,kevin willis,492500,"Atlanta Hawks            Total: $7,382,500",Kevin Willis,"492,500"
1989,atlanta hawks,ATL,chris washburn,480000,"Atlanta Hawks            Total: $7,382,500",Chris Washburn,"480,000"
1989,atlanta hawks,ATL,doc rivers,475000,"Atlanta Hawks            Total: $7,382,500",Doc Rivers,"475,000"
1989,atlanta hawks,ATL,antoine carr,460000,"Atlanta Hawks            Total: $7,382,500",Antoine Carr,"460,000"
1989,atlanta hawks,ATL,reggie theus,450000,"Atlanta Hawks            Total: $7,382,500",Reggie Theus,"450,000"
1989,atlanta hawks,ATL,cliff levingston,425000,"Atlanta Hawks            Total: $7,382,500",Cliff Levingston,"425,000"
1989,atlanta hawks,ATL,john battle,350000,"Atlanta Hawks            Total: $7,382,500",John Battle,"350,000"
1989,atlanta hawks,ATL,spud webb,275000,"Atlanta Hawks            Total: $7,382,500",Spud Webb,"275,000"
1989,atlanta hawks,ATL,dudley bradley,100000,"Atlanta Hawks            Total: $7,382,500",Dudley Bradley,"100,000"
1989,atlanta hawks,ATL,duane ferrell,100000,"Atlanta Hawks            Total: $7,382,500",Duane Ferrell,"100,000"
1989,atlanta hawks,ATL,ray tolbert,100000,"Atlanta Hawks            Total: $7,382,500",Ray Tolbert,"100,000"
1991,atlanta hawks,ATL,moses malone,2406000,"Atlanta Hawks           Total: $11,976,000",Moses Malone,"2,406,000"
1991,atlanta hawks,ATL,dominique wilkins,2065000,"Atlanta Hawks           Total: $11,976,000",Dominique Wilkins,"2,065,000"
1991,atlanta hawks,ATL,jon koncak,1550000,"Atlanta Hawks           Total: $11,976,000",Jon Koncak,"1,550,000"
1991,atlanta hawks,ATL,doc rivers,895000,"Atlanta Hawks           Total: $11,976,000",Doc Rivers,"895,000"
1991,atlanta hawks,ATL,rumeal robinson,800000,"Atlanta Hawks           Total: $11,976,000",Rumeal Robinson,"800,000"
1991,atlanta hawks,ATL,tim mccormick,775000,"Atlanta Hawks           Total: $11,976,000",Tim McCormick,"775,000"
1991,atlanta hawks,ATL,kevin willis,685000,"Atlanta Hawks           Total: $11,976,000",Kevin Willis,"685,000"
1991,atlanta hawks,ATL,alexander volkov,650000,"Atlanta Hawks           Total: $11,976,000",Alexander Volkov,"650,000"
1991,atlanta hawks,ATL,john battle,590000,"Atlanta Hawks           Total: $11,976,000",John Battle,"590,000"
1991,atlanta hawks,ATL,sidney moncrief,510000,"Atlanta Hawks           Total: $11,976,000",Sidney Moncreif,"510,000"
1991,atlanta hawks,ATL,spud webb,510000,"Atlanta Hawks           Total: $11,976,000",Spud Webb,"510,000"
1991,atlanta hawks,ATL,gary leonard,200000,"Atlanta Hawks           Total: $11,976,000",Gary Leonard,"200,000"
1991,atlanta hawks,ATL,duane ferrell,125000,"Atlanta Hawks           Total: $11,976,000",Duane Ferrell,"125,000"
1991,atlanta hawks,ATL,others,215000,"Atlanta Hawks           Total: $11,976,000",Others,"215,000"
1992,atlanta hawks,ATL,dominique wilkins,3100000,"Atlanta Hawks           Total: $12,930,000",Dominique Wilkins,"3,100,000"
1992,atlanta hawks,ATL,jon koncak,2000000,"Atlanta Hawks           Total: $12,930,000",Jon Koncak,"2,000,000"
1992,atlanta hawks,ATL,blair rasmussen,1558000,"Atlanta Hawks           Total: $12,930,000",Blair Rasmussen,"1,558,000"
1992,atlanta hawks,ATL,rumeal robinson,1025000,"Atlanta Hawks           Total: $12,930,000",Rumeal Robinson,"1,025,000"
1992,atlanta hawks,ATL,maurice cheeks,1000000,"Atlanta Hawks           Total: $12,930,000",Maurice Cheeks,"1,000,000"
1992,atlanta hawks,ATL,travis mays,1000000,"Atlanta Hawks           Total: $12,930,000",Travis Mays,"1,000,000"
1992,atlanta hawks,ATL,stacey augmon,875000,"Atlanta Hawks           Total: $12,930,000",Stacey Augmon,"875,000"
1992,atlanta hawks,ATL,kevin willis,725000,"Atlanta Hawks           Total: $12,930,000",Kevin Willis,"725,000"
1992,atlanta hawks,ATL,alexander volkov,675000,"Atlanta Hawks           Total: $12,930,000",Alexander Volkov,"675,000"
1992,atlanta hawks,ATL,duane ferrell,500000,"Atlanta Hawks           Total: $12,930,000",Duane Ferrell,"500,000"
1992,atlanta hawks,ATL,rodney monroe,217000,"Atlanta Hawks           Total: $12,930,000",Rodney Monroe,"217,000"
1992,atlanta hawks,ATL,gary leonard,130000,"Atlanta Hawks           Total: $12,930,000",Gary Leonard,"130,000"
1992,atlanta hawks,ATL,paul graham,125000,"Atlanta Hawks           Total: $12,930,000",Paul Graham,"125,000"
1993,atlanta hawks,ATL,dominique wilkins,3500000,"Atlanta Hawks           Total: $18,035,000",Dominque Wilkins,"3,500,000"
1993,atlanta hawks,ATL,jon koncak,2450000,"Atlanta Hawks           Total: $18,035,000",Jon Koncak,"2,450,000"
1993,atlanta hawks,ATL,kevin willis,2425000,"Atlanta Hawks           Total: $18,035,000",Kevin Willis,"2,425,000"
1993,atlanta hawks,ATL,blair rasmussen,1988000,"Atlanta Hawks           Total: $18,035,000",Blair Rasmussen,"1,988,000"
1993,atlanta hawks,ATL,roy hinson,1250000,"Atlanta Hawks           Total: $18,035,000",Roy Hinson,"1,250,000"
1993,atlanta hawks,ATL,travis mays,1200000,"Atlanta Hawks           Total: $18,035,000",Travis Mays,"1,200,000"
1993,atlanta hawks,ATL,stacey augmon,1138000,"Atlanta Hawks           Total: $18,035,000",Stacey Augmon,"1,138,000"
1993,atlanta hawks,ATL,adam keefe,1000000,"Atlanta Hawks           Total: $18,035,000",Adam Keefe,"1,000,000"
1993,atlanta hawks,ATL,duane ferrell,825000,"Atlanta Hawks           Total: $18,035,000",Duane Ferrell,"825,000"
1993,atlanta hawks,ATL,mookie blaylock,660000,"Atlanta Hawks           Total: $18,035,000",Mookie Blaylock,"660,000"
1993,atlanta hawks,ATL,maurice cheeks,600000,"Atlanta Hawks           Total: $18,035,000",Maurice Cheeks,"600,000"
1993,atlanta hawks,ATL,paul graham,500000,"Atlanta Hawks           Total: $18,035,000",Paul Graham,"500,000"
1993,atlanta hawks,ATL,jeff sanders,250000,"Atlanta Hawks           Total: $18,035,000",Jeff Sanders,"250,000"
1993,atlanta hawks,ATL,morlon wiley,250000,"Atlanta Hawks           Total: $18,035,000",Morlon Wiley,"250,000"
1994,atlanta hawks,ATL,dominique wilkins,3500000,NBA SALARIES,Dominque Wilkins,"3,500,000"
1994,atlanta hawks,ATL,jon koncak,2900000,NBA SALARIES,Jon Koncak,"2,900,000"
1994,atlanta hawks,ATL,kevin willis,2625000,NBA SALARIES,Kevin Willis,"2,625,000"
1994,atlanta hawks,ATL,blair rasmussen,2457000,NBA SALARIES,Blair Rasmussen,"2,457,000"
1994,atlanta hawks,ATL,mookie blaylock,1630000,NBA SALARIES,Mookie Blaylock,"1,630,000"
1994,atlanta hawks,ATL,roy hinson,1445000,NBA SALARIES,Roy Hinson,"1,445,000"
1994,atlanta hawks,ATL,stacey augmon,1400000,NBA SALARIES,Stacey Augmon,"1,400,000"
1994,atlanta hawks,ATL,andrew lang,1228000,NBA SALARIES,Andrew Lang,"1,228,000"
1994,atlanta hawks,ATL,craig ehlo,1200000,NBA SALARIES,Craig Ehlo,"1,200,000"
1994,atlanta hawks,ATL,adam keefe,1200000,NBA SALARIES,Adam Keefe,"1,200,000"
1994,atlanta hawks,ATL,duane ferrell,1025000,NBA SALARIES,Duane Ferrell,"1,025,000"
1994,atlanta hawks,ATL,doug edwards,650000,NBA SALARIES,Doug Edwards,"650,000"
1994,atlanta hawks,ATL,paul graham,600000,NBA SALARIES,Paul Graham,"600,000"
1994,atlanta hawks,ATL,greg foster,250000,NBA SALARIES,Greg Foster,"250,000"
1994,atlanta hawks,ATL,steve henson,250000,NBA SALARIES,Steve Henson,"250,000"
1994,atlanta hawks,ATL,ennis whatley,150000,NBA SALARIES,Ennis Whatley,"150,000"
1995,atlanta hawks,ATL,blair rasmussen,2747500,"Atlanta Hawks .............. 21,869,340",Blair Rasmussen (C),"2,747,500"
1995,atlanta hawks,ATL,craig ehlo,2650000,"Atlanta Hawks .............. 21,869,340",Craig Ehlo (G),"2,650,000"
1995,atlanta hawks,ATL,jon koncak,2600000,"Atlanta Hawks .............. 21,869,340",Jon Koncak (C),"2,600,000"
1995,atlanta hawks,ATL,mookie blaylock,2100000,"Atlanta Hawks .............. 21,869,340",Mookie Blaylock (G),"2,100,000"
1995,atlanta hawks,ATL,ken norman,1963000,"Atlanta Hawks .............. 21,869,340",Ken Norman (F),"1,963,000"
1995,atlanta hawks,ATL,steve smith,1935900,"Atlanta Hawks .............. 21,869,340",Steve Smith (G),"1,935,900"
1995,atlanta hawks,ATL,stacey augmon,1662500,"Atlanta Hawks .............. 21,869,340",Stacey Augmon (G-F),"1,662,500"
1995,atlanta hawks,ATL,tyrone corbin,1600000,"Atlanta Hawks .............. 21,869,340",Tyrone Corbin (F),"1,600,000"
1995,atlanta hawks,ATL,andrew lang,1596000,"Atlanta Hawks .............. 21,869,340",Andrew Lang (C),"1,596,000"
1995,atlanta hawks,ATL,grant long,1485300,"Atlanta Hawks .............. 21,869,340",Grant Long (F),"1,485,300"
1995,atlanta hawks,ATL,doug edwards,845000,"Atlanta Hawks .............. 21,869,340",Doug Edwards (F),"845,000"
1995,atlanta hawks,ATL,jim les,250000,"Atlanta Hawks .............. 21,869,340",Jim Les (G),"250,000"
1995,atlanta hawks,ATL,sergei bazarevich,168000,"Atlanta Hawks .............. 21,869,340",Sergei Bazarevich (G),"168,000"
1995,atlanta hawks,ATL,fred vinson,150000,"Atlanta Hawks .............. 21,869,340",Fred Vinson (G),"150,000"
1995,atlanta hawks,ATL,greg anderson,110000,"Atlanta Hawks .............. 21,869,340",Greg Anderson (F-C),"110,000"
1995,atlanta hawks,ATL,tom hovasse,6140,"Atlanta Hawks .............. 21,869,340",Tom Hovasse (G-F),"6,140"
1996,atlanta hawks,ATL,blair rasmussen,3088000,"Atlanta Hawks .......... $22,227,000",Blair Rasmussen,"$3,088,000"
1996,atlanta hawks,ATL,steve smith,2568000,"Atlanta Hawks .......... $22,227,000",Steve Smith,"2,568,000"
1996,atlanta hawks,ATL,mookie blaylock,2500000,"Atlanta Hawks .......... $22,227,000",Mookie Blaylock,"2,500,000"
1996,atlanta hawks,ATL,ken norman,2416000,"Atlanta Hawks .......... $22,227,000",Ken Norman,"2,416,000"
1996,atlanta hawks,ATL,stacey augmon,2160000,"Atlanta Hawks .......... $22,227,000",Stacey Augmon,"2,160,000"
1996,atlanta hawks,ATL,craig ehlo,1855000,"Atlanta Hawks .......... $22,227,000",Craig Ehlo,"1,855,000"
1996,atlanta hawks,ATL,andrew lang,1964000,"Atlanta Hawks .......... $22,227,000",Andrew Lang,"1,964,000"
1996,atlanta hawks,ATL,grant long,1860000,"Atlanta Hawks .......... $22,227,000",Grant Long,"1,860,000"
1996,atlanta hawks,ATL,spud webb,1800000,"Atlanta Hawks .......... $22,227,000",Spud Webb,"1,800,000"
1996,atlanta hawks,ATL,alan henderson,791000,"Atlanta Hawks .......... $22,227,000",Alan Henderson,"791,000"
1996,atlanta hawks,ATL,howard nathan,300000,"Atlanta Hawks .......... $22,227,000",Howard Nathan,"300,000  (released)"
1996,atlanta hawks,ATL,donnie boyce,250000,"Atlanta Hawks .......... $22,227,000",Donnie Boyce,"250,000"
1996,atlanta hawks,ATL,matt bullard,225000,"Atlanta Hawks .......... $22,227,000",Matt Bullard,"225,000"
1996,atlanta hawks,ATL,todd mundt,225000,"Atlanta Hawks .......... $22,227,000",Todd Mundt,"225,000"
1996,atlanta hawks,ATL,ennis whatley,225000,"Atlanta Hawks .......... $22,227,000",Ennis Whatley,"225,000  (released)"
1996,atlanta hawks,ATL,tim kempton,NA,"Atlanta Hawks .......... $22,227,000",Tim Kempton,(salary not listed)
1997,atlanta hawks,ATL,dikembe mutombo,8013000,Atlanta Hawks ($25.81 million),Dikembe Mutombo,"$8,013,000"
1997,atlanta hawks,ATL,christian laettner,4500000,Atlanta Hawks ($25.81 million),Christian Laettner,"4,500,000"
1997,atlanta hawks,ATL,steve smith,4500000,Atlanta Hawks ($25.81 million),Steve Smith,"4,500,000"
1997,atlanta hawks,ATL,ken norman,2869000,Atlanta Hawks ($25.81 million),Ken Norman,"2,869,000"
1997,atlanta hawks,ATL,mookie blaylock,2800000,Atlanta Hawks ($25.81 million),Mookie Blaylock,"2,800,000"
1997,atlanta hawks,ATL,alan henderson,910000,Atlanta Hawks ($25.81 million),Alan Henderson,"910,000"
1997,atlanta hawks,ATL,priest lauderdale,548000,Atlanta Hawks ($25.81 million),Priest Lauderdale,"548,000"
1997,atlanta hawks,ATL,jon barry,247500,Atlanta Hawks ($25.81 million),Jon Barry,"247,500"
1997,atlanta hawks,ATL,willie burton,247500,Atlanta Hawks ($25.81 million),Willie Burton,"247,500"
1997,atlanta hawks,ATL,tyrone corbin,247500,Atlanta Hawks ($25.81 million),Tyrone Corbin,"247,500"
1997,atlanta hawks,ATL,ivano newbill,247500,Atlanta Hawks ($25.81 million),Ivano Newbill,"247,500"
1997,atlanta hawks,ATL,eldridge recasner,247500,Atlanta Hawks ($25.81 million),Eldridge Recasner,"247,500"
1997,atlanta hawks,ATL,donnie boyce,247500,Atlanta Hawks ($25.81 million),Donnie Boyce,"247,500"
1997,atlanta hawks,ATL,henry james,181100,Atlanta Hawks ($25.81 million),Henry James,"181,100  (signed 12/20)"
1998,atlanta hawks,ATL,dikembe mutombo,9615187,"Atlanta Hawks   ($30,133,827)",Dikembe Mutombo,"$9,615,187"
1998,atlanta hawks,ATL,steve smith,5400000,"Atlanta Hawks   ($30,133,827)",Steve Smith,"5,400,000"
1998,atlanta hawks,ATL,christian laettner,5050000,"Atlanta Hawks   ($30,133,827)",Christian Laettner,"5,050,000"
1998,atlanta hawks,ATL,ken norman,3332000,"Atlanta Hawks   ($30,133,827)",Ken Norman,"3,332,000   [released]"
1998,atlanta hawks,ATL,mookie blaylock,3000000,"Atlanta Hawks   ($30,133,827)",Mookie Blaylock,"3,000,000"
1998,atlanta hawks,ATL,alan henderson,1028400,"Atlanta Hawks   ($30,133,827)",Alan Henderson,"1,028,400"
1998,atlanta hawks,ATL,ed gray,723840,"Atlanta Hawks   ($30,133,827)",Ed Gray,"723,840"
1998,atlanta hawks,ATL,tyrone corbin,326700,"Atlanta Hawks   ($30,133,827)",Tyrone Corbin,"326,700"
1998,atlanta hawks,ATL,eldridge recasner,326700,"Atlanta Hawks   ($30,133,827)",Eldridge Recasner,"326,700"
1998,atlanta hawks,ATL,greg anderson,272250,"Atlanta Hawks   ($30,133,827)",Greg Anderson,"272,250"
1998,atlanta hawks,ATL,chucky brown,272250,"Atlanta Hawks   ($30,133,827)",Chucky Brown,"272,250"
1998,atlanta hawks,ATL,anthony miller,272250,"Atlanta Hawks   ($30,133,827)",Anthony Miller,"272,250"
1998,atlanta hawks,ATL,donald whiteside,272250,"Atlanta Hawks   ($30,133,827)",Donald Whiteside,"272,250"
1998,atlanta hawks,ATL,chris crawford,242000,"Atlanta Hawks   ($30,133,827)",Chris Crawford,"242,000"
1999,atlanta hawks,ATL,dikembe mutombo,11218000,"Atlanta Hawks   [$40,050,000  ($24,418,000)]",Dikembe Mutombo,"$11,218,000  ($6,840,000)"
1999,atlanta hawks,ATL,steve smith,6300000,"Atlanta Hawks   [$40,050,000  ($24,418,000)]",Steve Smith,"6,300,000  ($3,841,000)"
1999,atlanta hawks,ATL,alan henderson,4725000,"Atlanta Hawks   [$40,050,000  ($24,418,000)]",Alan Henderson,"4,725,000* ($2,881,000)"
1999,atlanta hawks,ATL,ken norman,3775000,"Atlanta Hawks   [$40,050,000  ($24,418,000)]",Ken Norman,"3,775,000  ($2,302,000)  [released]"
1999,atlanta hawks,ATL,mookie blaylock,3600000,"Atlanta Hawks   [$40,050,000  ($24,418,000)]",Mookie Blaylock,"3,600,000  ($2,195,000)"
1999,atlanta hawks,ATL,grant long,2977000,"Atlanta Hawks   [$40,050,000  ($24,418,000)]",Grant Long,"2,977,000  ($1,815,000)"
1999,atlanta hawks,ATL,tyrone corbin,2400000,"Atlanta Hawks   [$40,050,000  ($24,418,000)]",Tyrone Corbin,"2,400,000* ($1,463,000)"
1999,atlanta hawks,ATL,laphonso ellis,1750000,"Atlanta Hawks   [$40,050,000  ($24,418,000)]",LaPhonso Ellis,"1,750,000* ($1,067,000)"
1999,atlanta hawks,ATL,anthony johnson,1000000,"Atlanta Hawks   [$40,050,000  ($24,418,000)]",Anthony Johnson,"1,000,000* ($609,700)"
1999,atlanta hawks,ATL,mark west,1000000,"Atlanta Hawks   [$40,050,000  ($24,418,000)]",Mark West,"1,000,000* ($609,700)"
1999,atlanta hawks,ATL,ed gray,832440,"Atlanta Hawks   [$40,050,000  ($24,418,000)]",Ed Gray,"832,440  ($507,585)"
1999,atlanta hawks,ATL,roshown mcleod,740000,"Atlanta Hawks   [$40,050,000  ($24,418,000)]",Roshown McLeod,"740,000* ($451,000)"
1999,atlanta hawks,ATL,chris crawford,350000,"Atlanta Hawks   [$40,050,000  ($24,418,000)]",Chris Crawford,"350,000* ($213,395)"
1999,atlanta hawks,ATL,jeff sheppard,287500,"Atlanta Hawks   [$40,050,000  ($24,418,000)]",Jeff Sheppard,"287,500* ($175,289)"
2000,atlanta hawks,ATL,dikembe mutombo,12820249,"Atlanta Hawks             Total: $43,125,502",Dikembe Mutombo,"12,820,249"
2000,atlanta hawks,ATL,isaiah rider,5410000,"Atlanta Hawks             Total: $43,125,502",Isaiah Rider,"5,410,000"
2000,atlanta hawks,ATL,alan henderson,5318437,"Atlanta Hawks             Total: $43,125,502",Alan Henderson,"5,318,437"
2000,atlanta hawks,ATL,lorenzen wright,4400000,"Atlanta Hawks             Total: $43,125,502",Lorenzen Wright,"4,400,000"
2000,atlanta hawks,ATL,bimbo coles,2300000,"Atlanta Hawks             Total: $43,125,502",Bimbo Coles,"2,300,000"
2000,atlanta hawks,ATL,chris crawford,2000000,"Atlanta Hawks             Total: $43,125,502",Chris Crawford,"2,000,000"
2000,atlanta hawks,ATL,laphonso ellis,1925000,"Atlanta Hawks             Total: $43,125,502",LaPhonso Ellis,"1,925,000"
2000,atlanta hawks,ATL,jim jackson,1925000,"Atlanta Hawks             Total: $43,125,502",Jim Jackson,"1,925,000"
2000,atlanta hawks,ATL,duane ferrell,1625000,"Atlanta Hawks             Total: $43,125,502",Duane Ferrell,"1,625,000  [released 8/99]"
2000,atlanta hawks,ATL,jason terry,1468920,"Atlanta Hawks             Total: $43,125,502",Jason Terry,"1,468,920"
2000,atlanta hawks,ATL,scot pollard,1063680,"Atlanta Hawks             Total: $43,125,502",Scott Pollard,"1,063,680  [released 2/99]"
2000,atlanta hawks,ATL,cal bowdler,1025880,"Atlanta Hawks             Total: $43,125,502",Cal Bowdler,"1,025,880"
2000,atlanta hawks,ATL,roshown mcleod,914760,"Atlanta Hawks             Total: $43,125,502",Roshown McLeod,"914,760"
2000,atlanta hawks,ATL,dion glover,893400,"Atlanta Hawks             Total: $43,125,502",Dion Glover,"893,400"
2000,atlanta hawks,ATL,efthimios rentzias,658700,"Atlanta Hawks             Total: $43,125,502",Efthimios Rentzias,"658,700  [1997 1st rd pick*]"
2000,atlanta hawks,ATL,jeff sheppard,385000,"Atlanta Hawks             Total: $43,125,502",Jeff Sheppard,"385,000  [completed contract*]"
2000,atlanta hawks,ATL,brandon williams,35176,"Atlanta Hawks             Total: $43,125,502",Brandon Williams,"35,176  [released 12/99]"
2001,atlanta hawks,ATL,dikembe mutombo,14400000,"Atlanta Hawks           Total: $39,172,128",Dikembe Mutombo,"$14,400,000"
2001,atlanta hawks,ATL,alan henderson,5910000,"Atlanta Hawks           Total: $39,172,128",Alan Henderson,"$5,910,000"
2001,atlanta hawks,ATL,lorenzen wright,4950000,"Atlanta Hawks           Total: $39,172,128",Lorenzen Wright,"$4,950,000"
2001,atlanta hawks,ATL,jim jackson,2330000,"Atlanta Hawks           Total: $39,172,128",Jim Jackson,"$2,330,000"
2001,atlanta hawks,ATL,chris crawford,2200000,"Atlanta Hawks           Total: $39,172,128",Chris Crawford,"$2,200,000"
2001,atlanta hawks,ATL,dermarr johnson,2107200,"Atlanta Hawks           Total: $39,172,128",DerMarr Johnson,"$2,107,200"
2001,atlanta hawks,ATL,jason terry,1579080,"Atlanta Hawks           Total: $39,172,128",Jason Terry,"$1,579,080"
2001,atlanta hawks,ATL,anthony johnson,1200000,"Atlanta Hawks           Total: $39,172,128",Anthony Johnson,"$1,200,000"
2001,atlanta hawks,ATL,cal bowdler,1102800,"Atlanta Hawks           Total: $39,172,128",Cal Bowdler,"$1,102,800"
2001,atlanta hawks,ATL,roshown mcleod,978600,"Atlanta Hawks           Total: $39,172,128",Roshown McLeod,"$978,600"
2001,atlanta hawks,ATL,dion glover,960480,"Atlanta Hawks           Total: $39,172,128",Dion Glover,"$960,480"
2001,atlanta hawks,ATL,larry robinson,611000,"Atlanta Hawks           Total: $39,172,128",Larry Robinson,"$611,000  [cap amount: $548,500]"
2001,atlanta hawks,ATL,matt maloney,611000,"Atlanta Hawks           Total: $39,172,128",Matt Maloney,"$611,000  [cap amount: $548,500]"
2001,atlanta hawks,ATL,hanno mottola,316969,"Atlanta Hawks           Total: $39,172,128",Hanno Mottola,"$316,969"
2001,atlanta hawks,ATL,anthony miller,40000,"Atlanta Hawks           Total: $39,172,128",Anthony Miller,"$40,000  [released]"
2002,atlanta hawks,ATL,shareef abdur-rahim,11250000,"Atlanta Hawks           Total: $51,179,169",Shareef Abdur-Rahim,"$11,250,000"
2002,atlanta hawks,ATL,theo ratliff,9667969,"Atlanta Hawks           Total: $51,179,169",Theo Ratliff,"$9,667,969"
2002,atlanta hawks,ATL,toni kukoc,7906783,"Atlanta Hawks           Total: $51,179,169",Toni Kukoc,"$7,906,783"
2002,atlanta hawks,ATL,alan henderson,6500312,"Atlanta Hawks           Total: $51,179,169",Alan Henderson,"$6,500,312"
2002,atlanta hawks,ATL,nazr mohammed,4500000,"Atlanta Hawks           Total: $51,179,169",Nazr Mohammed,"$4,500,000"
2002,atlanta hawks,ATL,chris crawford,2500000,"Atlanta Hawks           Total: $51,179,169",Chris Crawford,"$2,500,000"
2002,atlanta hawks,ATL,dermarr johnson,2265240,"Atlanta Hawks           Total: $51,179,169",DerMarr Johnson,"$2,265,240"
2002,atlanta hawks,ATL,jason terry,1689360,"Atlanta Hawks           Total: $51,179,169",Jason Terry,"$1,689,360"
2002,atlanta hawks,ATL,cal bowdler,1179720,"Atlanta Hawks           Total: $51,179,169",Cal Bowdler,"$1,179,720"
2002,atlanta hawks,ATL,dion glover,1027440,"Atlanta Hawks           Total: $51,179,169",Dion Glover,"$1,027,440"
2002,atlanta hawks,ATL,emanual davis,715850,"Atlanta Hawks           Total: $51,179,169",Emanual Davis,"$715,850  [counts $590,850]"
2002,atlanta hawks,ATL,mark strickland,715850,"Atlanta Hawks           Total: $51,179,169",Mark Strickland,"$715,850  [counts $590,850]"
2002,atlanta hawks,ATL,jacque vaughn,590850,"Atlanta Hawks           Total: $51,179,169",Jacque Vaughn,"$590,850"
2002,atlanta hawks,ATL,reggie slater,523793,"Atlanta Hawks           Total: $51,179,169",Reggie Slater,"$523,793  [counts $432,329]"
2002,atlanta hawks,ATL,hanno mottola,465850,"Atlanta Hawks           Total: $51,179,169",Hanno Mottola,"$465,850"
2002,atlanta hawks,ATL,dickey simpkins,26190,"Atlanta Hawks           Total: $51,179,169",Dickey Simpkins,"$26,190  [released, counts $21,616]"
2003,atlanta hawks,ATL,shareef abdur-rahim,12375000,"Atlanta Hawks           Total: $55,620,088",Shareef Abdur-Rahim,"$12,375,000"
2003,atlanta hawks,ATL,glenn robinson,9860000,"Atlanta Hawks           Total: $55,620,088",Glenn Robinson,"$9,860,000"
2003,atlanta hawks,ATL,theo ratliff,9375000,"Atlanta Hawks           Total: $55,620,088",Theo Ratliff,"$9,375,000"
2003,atlanta hawks,ATL,alan henderson,7091250,"Atlanta Hawks           Total: $55,620,088",Alan Henderson,"$7,091,250"
2003,atlanta hawks,ATL,nazr mohammed,4750000,"Atlanta Hawks           Total: $55,620,088",Nazr Mohammed,"$4,750,000"
2003,atlanta hawks,ATL,chris crawford,2750000,"Atlanta Hawks           Total: $55,620,088",Chris Crawford,"$2,750,000"
